AOSNUMBER,Agency,Type of LEA,Summary,Type of Juris,Technology,Vendor
AOS004481,Sheboygan Police Department,Police,The Sheboygan Police Department purchased 70 Axon body-worn cameras in 2017.,Municipal,Body-worn Cameras,Axon
AOS004482,Hamilton Police Department,Police,"The Hamilton Township Police Department has 40 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",Municipal,Body-worn Cameras,Axon
AOS004485,Rowan County Sheriff's Office,Sheriff,The Rowan County Sheriff’s Office purchased 49 body-worn cameras in 2016.,County,Body-worn Cameras,Axon
AOS004488,Stillwater County Sheriff's Office,Sheriff,The Stillwater County Sheriff's Office uses Axon body-worn cameras.,County,Body-worn Cameras,Axon
AOS004490,Sandusky Police Department,Police,"The Sandusky Police Department bought 56 Axon body cameras in 2019. The Sandusky Police Department received an additional $11,760 grant for body-worn cameras from the Ohio Department of Public Safety in December 2022.",Municipal,Body-worn Cameras,Axon
AOS004493,New Jersey Transit Police Department,Police,"The New Jersey Transit Police Department has 359 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",Transit,Body-worn Cameras,Axon
AOS004509,Minneapolis Police Department,Police,"The Minneapolis Police Department received $1,030,500 from 2015-2018 as part of the DOJ Bureau of Justice Assistance's body-worn camera grant program. MPD uses Axon body-worn cameras.",Municipal,Body-worn Cameras,Axon
AOS004584,Oxford Police Department,Police,The Oxford Police Department uses Axon body-worn cameras. The department was one of 65 law enforcement agencies whose body-worn camera policy was analyzed by the ACLU of Mississippi in 2017.,Municipal,Body-worn Cameras,Axon
AOS004754,Union County Police Department,Police,"The Union County Police Department has 55 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",County,Body-worn Cameras,Axon
AOS004758,Voorhees Police Department,Police,"The Voorhees Police Department has 80 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",Municipal,Body-worn Cameras,Axon
AOS004791,Broken Bow Police Department,Police,The Broken Bow Police Department received federal Justice Assistance Grant money to purchase 14 Axon body-worn cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS004792,Choctaw Police Department,Police,The Choctaw Police Department received federal Justice Assistance Grant money to purchase six Axon body-worn cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS004799,Hollis Police Department,Police,The Hollis Police Department received federal Justice Assistance Grant money to purchase six Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS004800,Idabel Police Department,Police,The Idabel Police Department received federal Justice Assistance Grant money to purchase 18 Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS004808,Perkins Police Department,Police,The Perkins Police Department received federal Justice Assistance Grant money to purchase eight Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS004810,Sallisaw Police Department,Police,"The Sallisaw Police Department received federal Justice Assistance Grant money to purchase 16 Axon body-worn cameras in 2014. As of January 2020, all patrol officers wear body-worn cameras.",Municipal,Body-worn Cameras,Axon
AOS004815,The Village Police Department,Police,The Village Police Department received federal Justice Assistance Grant money to purchase 20 Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS004816,Wagoner Police Department,Police,The Wagoner Police Department received federal Justice Assistance Grant money to purchase 15 Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS004817,Walters Police Department,Police,The Walters Police Department received federal Justice Assistance Grant money to purchase four Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS004823,Muldrow Police Department,Police,The Muldrow Police Department received federal Justice Assistance Grant money to purchase eight Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS006802,Westminster Police Department,Police,The Westminster Police Department equipped all of its patrol officers and detectives with Axon body-worn cameras in 2019.,Municipal,Body-worn Cameras,Axon
AOS006806,Hastings Police Department,Police,The Hastings Police Department began using Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS006809,Meridian Township Police Department,Police,"The Meridian Township Police Department started using L3 body-worn cameras in 2015, but switch to Axon cameras in 2018.",Municipal,Body-worn Cameras,Axon
AOS006813,Lowndes County Sheriff's Office,Sheriff,"The Lowndes County Sheriff's Office spends $150,000 a year on body-worn cameras.",County,Body-worn Cameras,Axon
AOS006815,Albany Police Department,Police,"The U.S. Department of Justice awarded $133,305 to the Albany Police Department in 2015 as part of the Bureau of Justice Assistance's body-worn camera grant program. APD purchased 250 Axon body-worn cameras in 2017.",Municipal,Body-worn Cameras,Axon
AOS006816,California State University Fullerton Police Department,Police,"The California State University Fullerton Police Department purchased 140 Axon body-worn cameras in 2014 for $650,300.",University,Body-worn Cameras,Axon
AOS006826,Wooster Police Department,Police,The Wooster Police Department implemented body-worn cameras for all patrol officers in January 2015.,Municipal,Body-worn Cameras,Axon
AOS006827,Raton Police Department,Police,The Raton Police Department upgraded its Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS006829,Taos Police Department,Police,The Taos Police Department signed a 5-year agreement with Axon for 22 body-worn cameras in 2017.,Municipal,Body-worn Cameras,Axon
AOS006834,Mount Shasta Police Department,Police,The Mount Shasta Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS006836,Wentzville Police Department,Police,The Wentzville Police Department began using body-worn cameras in 2012.,Municipal,Body-worn Cameras,Axon
AOS006838,Rock Falls Police Department,Police,The Rock Falls Police Department purchased 19 Axon body-worn cameras in 2018.,Municipal,Body-worn Cameras,Axon
AOS006839,Delhi Township Police Department,Police,The Delhi Township Board of Trustees authorized the purchase of body-worn cameras for the police department in 2017.,Municipal,Body-worn Cameras,Axon
AOS006841,Tyler Police Department,Police,"The Tyler Police Department has used body-worn cameras since 2014. In 2018, the Tyler City Council approved $120,000 for 73 Axon body-worn cameras and re-upped the contract in 2022.",Municipal,Body-worn Cameras,Axon
AOS006843,The Village Police Department,Police,"The Village Police Department received a $8,000 grant in 2014 to purchase 20 body-worn cameras. The agency received an additional $10,000 grant for body-worn cameras in 2019.",Municipal,Body-worn Cameras,Axon
AOS006845,Isle of Wight County Sheriff's Office,Sheriff,The Isle of Wight County Sheriff’s Office has used body-worn cameras since 2015.,County,Body-worn Cameras,Axon
AOS006849,Ellisville Police Department,Police,The Ellisville Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS006854,Fort Bend Independent School District Police Department,Police,"The Fort Bend Independent School District Police Department paid $245,000 for 57 Axon body-worn cameras in November 2016.",School District,Body-worn Cameras,Axon
AOS006856,Cumberland County Sheriff's Office,Sheriff,"The Cumberland County Sheriff’s Office has 33 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",County,Body-worn Cameras,Axon
AOS006858,Santa Cruz Police Department,Police,"The Santa Cruz Police Department has used body-worn cameras since 2018. Police officers, community service officers, and park rangers wear BWCs.",Municipal,Body-worn Cameras,Axon
AOS006982,Greenburgh Police Department,Police,The Town of Greenburgh uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS006986,Buckeye Police Department,Police,The Buckeye Police Department announced plans to begin acquire 66 body-worn cameras in July 2016.,County,Body-worn Cameras,Axon
AOS007013,Moberly Police Department,Police,The Moberly Police Department obtained Axon body-worn cameras in 2018.,Municipal,Body-worn Cameras,Axon
AOS007023,Shelby Township Police Department,Police,"The Shelby Township's Police Chief signed a 5-year contract with Axon in 2014 to purchase body-worn cameras for $500,000",Municipal,Body-worn Cameras,Axon
AOS007025,Inkster Police Department,Police,"The Inkster Police Department deployed 35 body-worn cameras in May 2016. In 2018 the U.S. Department of Justice awarded $97,500 to the Inkster Police Department in 2018 as part of the Bureau of Justice Assistance's body-worn camera grant program.",Municipal,Body-worn Cameras,Axon
AOS007030,Taylor Police Department,Police,The Taylor Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007146,Altamonte Springs Police Department,Police,The Altamonte Springs Police Department uses body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007158,Miami Beach Police Department,Police,The Miami Beach Police Department purchased 556 body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS007229,Ramsey County Sheriff's Office,Sheriff,The Ramsey County Sheriff's Office spent $1.3 million to outfit 400 officers with Axon body-worn cameras in 2019.,County,Body-worn Cameras,Axon
AOS007230,Daytona Beach Police Department,Police,The Daytona Beach Police Department ordered 50 Axon body-worn cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS007231,Seaside Police Department,Police,The Seaside Police Department purchased a 5-year contract for 40 Axon body-worn cameras in 2017.,Municipal,Body-worn Cameras,Axon
AOS007232,Morristown Police Department,Police,"The Morrisontown Police Department purchased 100 Axon body-worn cameras for $94,000 in 2018.",Municipal,Body-worn Cameras,Axon
AOS007235,Surprise Police Department,Police,"The Surprise Police Department purchased 61 Axon body-worn cameras for $226,717 in 2013.",Municipal,Body-worn Cameras,Axon
AOS007236,Easton Police Department,Police,The Easton Police Department launched its body-worn camera program in 2017.,Municipal,Body-worn Cameras,Axon
AOS007247,Fort Lupton Police Department,Police,"The Fort Lupton Police Department uses Axon body-worn cameras, reupping its contract in 2019.",Municipal,Body-worn Cameras,Axon
AOS007248,Milton Police Department,Police,The Milton Police Department purchased 6 Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS007249,Darien Police Department,Police,All sworn officers in the Darien Police Department are issued Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007251,Athens Police Department,Police,The Athens Police Department obtained body-worn cameras in November 2019.,Municipal,Body-worn Cameras,Axon
AOS007253,Pueblo Police Department,Police,The Pueblo Police Department has used body-worn cameras since 2014. PPD upgraded the Axon cameras in March 2020.,Municipal,Body-worn Cameras,Axon
AOS007254,Merced Police Department,Police,The Merced Police Department has used body-worn cameras since 2011.,Municipal,Body-worn Cameras,Axon
AOS007255,Livermore Police Department,Police,The Livermore Police Department purchased 100 Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS007256,Barberton Police Department,Police,The Barberton Police purchased 32 Axon body-worn cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS007257,Mount Holly Police Department,Police,The Mount Holly Police Department has used body-worn cameras since 2015.,Municipal,Body-worn Cameras,Axon
AOS007258,Grand Junction Police Department,Police,The Grand Junction Police Department has used body-worn cameras since 2019.,Municipal,Body-worn Cameras,Axon
AOS007419,Will County Sheriff's Office,Sheriff,The Will County Sheriff's Office has 43 Axon body-worn cameras as of 2019. The cameras are primarily used in detention facilities.,County,Body-worn Cameras,Axon
AOS007420,Nevada City Police Department,Police,The Nevada City Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007421,Truckee Police Department,Police,The Truckee Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007427,Harrisburg Police Department,Police,"The Harrisburg Police Department has six Axon body-worn cameras, as of 2019.",Municipal,Body-worn Cameras,Axon
AOS007433,Roselle Police Department,Police,"The Roselle Police Department uses Axon body-worn cameras, as of 2019.",Municipal,Body-worn Cameras,Axon
AOS007439,Wayne County Sheriff's Office,Sheriff,"The Wayne County Sheriff's Office has six Axon body-worn cameras, as of 2019.",County,Body-worn Cameras,Axon
AOS007469,Sweetwater County Sheriff's Office,Sheriff,The Sweetwater County Sheriff's Office uses Axon body-worn cameras.,County,Body-worn Cameras,Axon
AOS007477,Roswell Police Department,Police,The Roswell Police Department used body-worn cameras since 2014.,Municipal,Body-worn Cameras,Axon
AOS007483,Mesa Police Department,Police,"The Mesa Police Department implemented a body-worn camera pilot program in 2012. As of 2017, MPD had deployed 350 Axon BWCs in the field.",Municipal,Body-worn Cameras,Axon
AOS007485,Apache County Sheriff's Office,Sheriff,The Apache County Sheriff's Office uses Axon body-worn cameras.,County,Body-worn Cameras,Axon
AOS007494,Cumberland County Sheriff's Office,Sheriff,"The Cumberland County Sheriff's Office purchased 20 Axon body-worn cameras in 2019 for $80,000. The office received federal funding for BWCs in 2022.",County,Body-worn Cameras,Axon
AOS007514,Longmont Police Department,Police,"The Longmont Police Department purchased 162 Axon body-worn camerasfor officers in 2019, plus an additional 17 spare cameras. .",Municipal,Body-worn Cameras,Axon
AOS007515,Loveland Police Department,Police,The Loveland Police Department obtained 105 Axon body-worn cameras in 2019 and expanded the contract in 2021.,Municipal,Body-worn Cameras,Axon
AOS007517,Elizabeth Police Department,Police,The Elizabeth Police Department tested Axon body-worn cameras in 2017 and then purchased the devices in 2018.,Municipal,Body-worn Cameras,Axon
AOS007518,Jupiter Police Department,Police,"The Jupiter Police Department purchased over 200 body-worn cameras and five-year contract with Axon in 2017 for $900,000.",Municipal,Body-worn Cameras,Axon
AOS007519,Gurnee Police Department,Police,The Gurnee Police Department obtained body-worn cameras in March 2017.,Municipal,Body-worn Cameras,Axon
AOS007550,Ithaca College Office of Public Safety and Emergency Management,Police,The Ithaca College Office of Public Safety and Emergency Management has used body-worn cameras since 2017.,University,Body-worn Cameras,Axon
AOS007601,Minot Police Department,Police,The Minot Police Department started using Axon body-worn cameras in 2016.,Municipal,Body-worn Cameras,Axon
AOS007621,Bluefield Police Department,Police,The Bluefield Police Department obtained 25 Axon body-worn cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS007624,Fort Worth Police Department,Police,The Fort Worth Police Department uses Axon body-worn cameras,Municipal,Body-worn Cameras,Axon
AOS007630,West Wendover Police Department,Police,The West Wendover Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007634,Eureka County Sheriff's Office,Sheriff,The Eureka County Sheriff's Office uses Axon body-worn cameras.,County,Body-worn Cameras,Axon
AOS007636,White Pine County Sheriff's Office,Sheriff,The White Pine County Sheriff's Office uses Axon body-worn cameras.,County,Body-worn Cameras,Axon
AOS007638,Lander County Sheriff's Office,Sheriff,The Lander County Sheriff's Office uses body-worn cameras.,County,Body-worn Cameras,Axon
AOS007641,Lincoln County Sheriff's Department,Sheriff,The Lincoln County Sheriff's Department has used body-worn cameras since at least 2014 and obtained new Axon BWCs in 2018.,County,Body-worn Cameras,Axon
AOS007660,Alamogordo Police Department,Police,The Alamogordo Police Department obtained 41 body-worn cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS007700,Summit Police Department,Police,"The Summit Police Department has 44 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",Municipal,Body-worn Cameras,Axon
AOS007701,Pepper Pike Police Department,Police,"The Pepper Pike Police Department uses Axon body-worn cameras. The Pepper Pike Police Department received an additional $10,359 grant for body-worn cameras from the Ohio Department of Public Safety in December 2022.",Municipal,Body-worn Cameras,Axon
AOS007702,White Settlement Independent School District Police Department,Police,The White Settlement Independent School District purchased an Axon body-worn camera in May 2020.,School District,Body-worn Cameras,Axon
AOS007703,College Station Police Department,Police,The College Station police department began using body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS007704,Lakeway Police Department,Police,The Lakeway Police Department was the first police department in Texas to use body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007714,Medford Police Department,Police,"The Medford Police Department had 85 Axon body-worn cameras, as of 2017.",Municipal,Body-worn Cameras,Axon
AOS007731,Fayetteville Police Department,Police,Fayetteville Police Officers have been required to wear Axon body-worn cameras since 2017.,Municipal,Body-worn Cameras,Axon
AOS007736,San Jose State University Police Department,Police,The San Jose State University Police Department uses Axon body-worn cameras.,University,Body-worn Cameras,Axon
AOS007742,San Francisco State University Police Department,Police,San Francisco State Univeristy Police Department uses body-worn cameras.,University,Body-worn Cameras,Axon
AOS007743,Colorado State University Police Department,Police,The Colorado State University Police Department uses body-worn cameras.,University,Body-worn Cameras,Axon
AOS007744,University of Colorado Boulder Police Department,Police,The University of Colorado Boulder Police Department began using Axon body-worn cameras in 2019.,University,Body-worn Cameras,Axon
AOS007749,Gordon State College Police Department,Police,The Gordon State College Police Department was developing a body-worn camera program in 2016.,University,Body-worn Cameras,Axon
AOS007751,Atlanta Metropolitan State College Police Department,Police,The Atlanta Metropolitan State College Police Department uses Axon body-worn cameras.,University,Body-worn Cameras,Axon
AOS007758,Groton Police Department,Police,The Groton (Town) Police Department began using body-worn cameras in 2017.,Municipal,Body-worn Cameras,Axon
AOS007772,Stony Brook University Police Department,Police,"The Stony Brook University Police Department has been using Axon body-worn cameras since 2016, when it launch a pilot project. It fully implemented the program in 2017.",University,Body-worn Cameras,Axon
AOS007773,Kent Police Department,Police,The Kent Police Department began using 105 Axon body-worn cameras in October 2019.,Municipal,Body-worn Cameras,Axon
AOS007780,University of Tennessee Police Department,Police,The University of Tennessee Police Department uses Axon body-worn cameras.,University,Body-worn Cameras,Axon
AOS007781,University of Texas Austin Police Department,Police,The University of Texas Austin Police Department purchased about 80 Axon body-worn cameras in 2017.,University,Body-worn Cameras,Axon
AOS007885,Adair County Sheriff's Office,Sheriff,The Adair County Sheriff's Office purchased Axon body-worn cameras in 2015.,County,Body-worn Cameras,Axon
AOS007887,Gardena Police Department,Police,The Gardena Police Department ordered 100 Axon Flex cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS007888,Ontario Police Department,Police,The Ontario Police Department began using Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS007889,Asheville Police Department,Police,The Asheville Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007890,Milpitas Police Department,Police,The Milpitas Police Department equipped 84 officers with Axon body-worn cameras in 2017.,Municipal,Body-worn Cameras,Axon
AOS007892,West Palm Beach Police Department,Police,The West Palm Beach Police Department began using Axon body-worn cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS007897,Cleveland Police Department,Police,"The Cleveland Police Department purchased 1,500 Axon body-worn cameras in 2015.",Municipal,Body-worn Cameras,Axon
AOS007902,Colton Police Department,Police,The Colton Police Department first purchased 50 Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS007929,Manassas Park City Police Department,Police,The Manassas Park City Police Department uses Axonbody-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007989,Yavapai County Sheriff's Office,Sheriff,The Yavapai County Sheriff's Office uses Axon body-worn cameras.,County,Body-worn Cameras,Axon
AOS007993,Buda Police Department,Police,The Buda Police Department has been using Axon body-worn cameras since 2015.,Municipal,Body-worn Cameras,Axon
AOS007995,Richmond Police Department,Police,The Richmond Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS007997,Whitewater Police Department,Police,The Whitewater Police Department began using Axon body-worn cameras in 2013.,Municipal,Body-worn Cameras,Axon
AOS008000,Bristol Police Department,Police,The Bristol Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS008042,University Park Police Department,Police,The University Park Police Department began using Axon body-worn cameras in February 2020.,University,Body-worn Cameras,Axon
AOS008045,Hampton University Police Department,Police,The Hampton University Police Department uses body-worn cameras.,University,Body-worn Cameras,Axon
AOS008057,Baltimore Police Department,Police,The Baltimore Police Department launched its body-worn camera program in 2016.,Municipal,Body-worn Cameras,Axon
AOS008059,Lake County Sheriff's Office,Police,The Lake County Police Department uses Axon body-worn cameras.,County,Body-worn Cameras,Axon
AOS008060,Zephyrhills Police Department,Police,"The Zephyrhills Police Department spent $30,000 to equip its entire police force with Axon body-worn camera in August 2018.",Municipal,Body-worn Cameras,Axon
AOS008061,Clinton Police Department,Police,"The Clinton Police Department began using Axon body-worn cameras in February 2018, spending $200,000 over five years for cameras and Tasers.",Municipal,Body-worn Cameras,Axon
AOS008064,Fort Worth Police Department,Police,"The Fort Worth Police Department was using drones mostly for missing persons cases, but in 2020 it began deploying drones during the COVID-19 pandemic to enforcement social distancing, particularly with the city's homeless population.",Municipal,Drones,Axon
AOS008066,Texarkana Police Department,Police,"The Texarkana Police Department purchased 53 Axon body-worn cameras in 2017 after experiencing problems with its previous vendor, L3.",Municipal,Body-worn Cameras,Axon
AOS008257,Avondale Estates Police Department,Police,The Avondale Estates Police Department began using Axon body-worn cameras in 2016.,Municipal,Body-worn Cameras,Axon
AOS008259,Dunwoody Police Department,Police,The Dunwoody Police Department implemented body-worn cameras for all officers in 2015.,Municipal,Body-worn Cameras,Axon
AOS008260,Agnes Scott College Department of Public Safety,Police,Police officers with the Agnes Scott College Department of Public Safety wear Axon body-worn cameras.,University,Body-worn Cameras,Axon
AOS008261,Doraville Police Department,Police,The Doraville Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS008264,Johns Creek Police Department,Police,The Johns Creek Police Department signed a 5-year contract with Axon for body-worn cameras in 2019.,Municipal,Body-worn Cameras,Axon
AOS008266,Chattahoochee Hills Police Department,Police,The Chattahoochee Hills Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS008267,Fairburn Police Department,Police,The Fairburn Police Department equipped 39 officers with Axon body worn cameras in 2016.,Municipal,Body-worn Cameras,Axon
AOS008268,Sandy Springs Police Department,Police,"The Sandy Springs Police Department began using Axon body-worn cameras in 2017. In 2020, the Sandy Springs City Council approved a $2.2 million, 5-year contract to equip all 170 officers with cameras.",Municipal,Body-worn Cameras,Axon
AOS008272,Union City Police Department,Police,The Union City Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS008282,University of New Hampshire Police Department,Police,The University of New Hampshire Police Department uses Axon body-worn cameras.,University,Body-worn Cameras,Axon
AOS008696,University of Florida Police Department,Police,The University of Florida Police Department uses Axon body-worn cameras.,University,Body-worn Cameras,Axon
AOS008703,Pittsburgh Police Department,Police,All Pittsburgh Police Department officers were outfitted with body-worn cameras in 2019.,Municipal,Body-worn Cameras,Axon
AOS008715,Washoe County Sheriff’s Office,Sheriff,The Washoe County Sheriff's Office outfitted 150 officers with body-worn cameras in 2018.,County,Body-worn Cameras,Axon
AOS008716,Leander Police Department,Police,"The Leander Police Department began using body-worn cameras in 2015, but upgraded to Axon cameras in 2017.",County,Body-worn Cameras,Axon
AOS008717,Chesterfield County Police Department,Police,The Chesterfield County Police Department acquired 450 Axon body-worn cameras in 2016.,County,Body-worn Cameras,Axon
AOS008719,Davenport Police Department,Police,The Davenport Police Department obtained 150 Axon body-worn cameras in 2018.,Municipal,Body-worn Cameras,Axon
AOS008720,Menifee Police Department,Police,"The Menifee Police Department acquired Axon body-worn cameras in 2020, shortly after the formation of the department.",Municipal,Body-worn Cameras,Axon
AOS008729,Wyandotte Police Department,Police,The Wyandotte Police Department uses Axon body-worn cameras,Municipal,Body-worn Cameras,Axon
AOS008746,Hazel Park Police Department,Police,The Hazel Park Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS008749,Westland Police Department,Police,The Westland Police Department purchased 81 Axon body-worn cameras in July 2018.,Municipal,Body-worn Cameras,Axon
AOS008754,Ann Arbor Police Department,Police,The Ann Arbor Police Department replaced its L3 body-worn cameras with Axon cameras in 2019.,Municipal,Body-worn Cameras,Axon
AOS008756,Royal Oak Police Department,Police,"The Royal Oak City Commisssion approved a $1 millio0,n five-year contract with Axon for police body-worn cameras in November 2019.",Municipal,Body-worn Cameras,Axon
AOS008758,Garden City Police Department,Police,The Garden City Police Department received approval to purchase Axon body-worn cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS008763,Plymouth Township Police Department,Police,"The Plymouth Township Police Department entered a 5-year, $265,000 contract with Axon in December 2018 for 18 body-worn cameras, 21 in-car cameras, and cloud storage.",Municipal,Body-worn Cameras,Axon
AOS008764,Riverview Police Department,Police,The Riverview Police Department received approval to purchase Axon body-worn cameras in March 2021.,Municipal,Body-worn Cameras,Axon
AOS008765,Southgate Police Department,Police,The Southgate Police Department received approval to purchase 42 Axon body-worn cameras in December 2020.,Municipal,Body-worn Cameras,Axon
AOS008849,Hopewell Police Department,Police,"The Hopewell Police Department launched its body-work camera program on September 17, 2015 with 67 purchased Axon body-worn cameras, enough for every officer.",Municipal,Body-worn Cameras,Axon
AOS008850,Abington Township Police Department,Police,The Abington Police Department acquired Axon body-worn cameras in 2018.,Municipal,Body-worn Cameras,Axon
AOS008853,Marion Police Department,Police,"The Marion Police Department began using Axon body-worn cameras in 2019, but had been using BWCs previously for more than decade.",Municipal,Body-worn Cameras,Axon
AOS008854,Randolph County Sheriff’s Office,Sheriff,The Randolph County Sheriff’s Office acquired Axon body-worn cameras as early as 2015.,County,Body-worn Cameras,Axon
AOS008856,Forsyth County Sheriff’s Office,Sheriff,The Forsyth County Sheriff's Office obtained Axon body-worn cameras as early as 2016.,County,Body-worn Cameras,Axon
AOS008857,Fort Pierce Police Department,Police,The Fort Pierce Police Department acquired Axon body-worn cameras in September 2018.,Municipal,Body-worn Cameras,Axon
AOS008858,Greenbelt Police Department,Police,The Greenbelt Police Department outfitted their officers with Axon body-worn cameras in 2017.,Municipal,Body-worn Cameras,Axon
AOS008860,Coppell Police Department,Police,The Coppell Police Department acquired 70 Axon body-worn cameras in 2019.,Municipal,Body-worn Cameras,Axon
AOS008861,Gillette Police Department,Police,Gillette Police Department acquired 40 Axon body-worn cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS008862,James City County Police Department,Police,The James City County Police Department began using body-worn cameras in July 2015 and as of 2017 had 63 cameras in use.,County,Body-worn Cameras,Axon
AOS008867,National City Police Department,Police,All uniformed National City Police officers were outfitted with body-worn cameras in 2016.,Municipal,Body-worn Cameras,Axon
AOS008869,North Richland Hills Police Department,Police,"North Richland Hills Police Department received $94,000 to support the cost of outfilling all officers with Axon body-worn cameras inn 2018.",Municipal,Body-worn Cameras,Axon
AOS008887,Ferguson Police Department,Police,The Ferguson Police Department began using Axon body-worn cameras in 2014.,Municipal,Body-worn Cameras,Axon
AOS008898,Chesterfield Police Department,Police,The Chesterfield Police Department began equipping its officers with body-worn cameras in January 2018.,Municipal,Body-worn Cameras,Axon
AOS008902,Portsmouth Police Department,Police,The Portsmouth Police Department acquired Axon body-worn cameras in 2015,Municipal,Body-worn Cameras,Axon
AOS008903,National City Police Department,Police,All uniformed National City Police officers were outfitted with body-worn cameras in 2016.,Municipal,Body-worn Cameras,Axon
AOS008905,North Richland Hills Police Department,Police,"North Richland Hills Police Department received $94,000 to support the cost of outfilling all officers with Axon body-worn cameras inn 2018.",Municipal,Body-worn Cameras,Axon
AOS008910,Elkton Police Department,Police,"Elkton Police Department, which has used body-worn cameras since 2016, acquired 10 Axon body-worn cameras in 2019 costing $58,677.",Municipal,Body-worn Cameras,Axon
AOS008911,Sheridan Police Department,Police,The Sheridan Police Department acquired Axon body-worn cameras at the end of 2015.,Municipal,Body-worn Cameras,Axon
AOS008968,Broome County Sheriff's Office,Sheriff,The Broome County Sheriff Department purchased 35 body-worn cameras from Axon in 2015.,County,Body-worn Cameras,Axon
AOS008969,Dibble Police Department,Police,Dibble Police Department replaced older Axon body-worn cameras in 2020.,County,Body-worn Cameras,Axon
AOS008970,Blount County Sheriff’s Office,Sheriff,The Blount County Sheriff's Office began using L-3 body-worn cameras in 2016 and planned to upgrade to Axon body-worn cameras in 2020.,County,Body-worn Cameras,Axon
AOS008972,Hocking County Sheriff's Office,Sheriff,The Hocking County Sheriff Department purchased 22 Axon body-worn cameras in 2014.,County,Body-worn Cameras,Axon
AOS008975,Pasco County Sheriff's Office,Sheriff,"Pasco County Sheriff's Department implemented an Axon body-worn camera program for $400,000 in the 2015, issuing every deputy in the county with one.",County,Body-worn Cameras,Axon
AOS008977,Forsyth County Sheriff's Office,Sheriff,Forsyth County Sheriff's Office purchased 16 Axon body-worn cameras in 2019.,County,Body-worn Cameras,Axon
AOS008979,Sarasota County Sheriff's Office,Sheriff,The Sarasota County Sheriff's Office acquired 122 Axon body-worn cameras in 2020 with plans to launch the department's body-worn camera program in mid-2021.,County,Body-worn Cameras,Axon
AOS009006,Hillsborough Police Department,Police,The Hillsborough Police Department acquired body-worn cameras in 2014 and now uses Axon cameras.,Municipal,Body-worn Cameras,Axon
