AOSNUMBER,City,County,State
AOS003477,Florence,Lauderdale County,AL
AOS003478,Laurens,Laurens County,SC
AOS003481,Leavenworth,Leavenworth County,KS
AOS003482,Lebanon,Boone County,IN
AOS003483,Lebanon,Grafton County,NH
AOS003484,Opelika,Lee County,AL
AOS003485,Fort Myers,Lee County,FL
AOS003486,Lee's Summit,Jackson County,MO
AOS003487,Bethlehem,Northhampton County,PA
AOS003490,Liberty,Liberty County,TX
AOS003491,Newark,Licking County,OH
AOS003493,Merrill,Lincoln County,WI
AOS003494,Newport,Lincoln County,OR
AOS003496,Lindon,Utah County,UT
AOS003498,Linn,Walworth County,WI
AOS003500,Howell,Livingston County,MI
AOS003501,Geneseo,Livingston County,NY
AOS003502,Lodi,San Joaquin County,CA
AOS003505,Long Beach,Los Angeles County,CA
AOS003507,Valencia,Los Angeles County,CA
AOS003509,Los Banos,Merced County,CA
AOS003511,Farmerville,Union Parish,LA
AOS003513,Lower Makefield Township,Bucks County,PA
AOS003514,Lubbock,Lubbock County,TX
AOS003515,Mount Clemens,Macomb County,MI
AOS003516,Edwardsville,Madison County,IL
AOS003517,Madison,Dane County,WI
AOS003520,Park Ridge,Cook County,IL
AOS003521,Bradenton,Manatee County,FL
AOS003522,Manchester,Hillsborough County,NH
AOS003523,Manitowoc,Manitowoc County,WI
AOS003524,Mansfield,Tarrant County,TX
AOS003525,Manteca,San Joaquin County,CA
AOS003526,Wausau,Marathon County,WI
AOS003528,Maricopa,Pinal County,AZ
AOS003530,Marion,Williamson County,IL
AOS003531,Warren,Marshall County,MN
AOS003537,Massillon,Stark County,OH
AOS003538,Bay City,Matagorda County,TX
AOS003540,McAllen,Hidalgo County,TX
AOS003542,Woodstock,McHenry County,IL
AOS003543,Bloomington,McLean County,IL
AOS003545,Memorial Villages,‎Harris County‎,TX
AOS003547,Ukiah,Mendocino County,CA
AOS003550,Merced,Merced County,CA
AOS003552,Meriden,New Haven County,CT
AOS003555,Methuen,Essex County,MA
AOS003559,Troy,Miami County,OH
AOS003560,Miami,Ottawa County,OK
AOS003562,Miami,Miami-Dade County,FL
AOS003566,Midland,Midland County,TX
AOS003567,Midland,Midland County,TX
AOS003568,Milford,New Haven County,CT
AOS003571,Missoula,Missoula County,MT
AOS003572,Missouri City,Fort Bend County,TX
AOS003573,Jefferson City,Cole County,MO
AOS003576,Freehold,Monmouth County,NJ
AOS003578,Forsyth,Monroe County,GA
AOS003579,Monroe,Monroe County,MI
AOS003581,Helena,Lewis and Clark County,MT
AOS003582,Salinas,Monterey County,CA
AOS003584,Eagleville,Montgomery County,PA
AOS003585,Eagleville,Montgomery County,PA
AOS003587,Montgomery,Montgomery County,AL
AOS003592,Carthage,Moore County,NC
AOS003595,Morro Bay,San Luis Obispo County,CA
AOS003597,Mandan,Morton County,ND
AOS003599,Mount Pleasant,Charleston County,SC
AOS003603,Murrysville,Westmoreland County,PA
AOS003605,Muskogee,Muskogee County,OK
AOS003606,Myrtle Beach,Horry County,SC
AOS003607,Nampa,Canyon County,ID
AOS003608,Napa,Napa County,CA
AOS003609,Mineola,Nassau County,NY
AOS003611,National City,San Diego County,CA
AOS003612,Holbrook,Navajo County,AZ
AOS003613,Corsicana,Navarro County,TX
AOS003614,Neenah,Winnebago County,WI
AOS003619,Albuquerque,Bernalillo County,NM
AOS003621,New Rochelle,Westchester County,NY
AOS003622,New York City,"Richmond County, Queens County, Bronx County, Kings County, New York County",NY
AOS003627,Newtown,Fairfield County,CT
AOS003630,Albion,Noble County,IN
AOS003632,Evanston,Cook County,IL
AOS003635,Raleigh,Wake County,NC
AOS003636,North Little Rock,Pulaski County,AR
AOS003637,North Port,Sarasota County,FL
AOS003638,North Richland Hills,Tarrant County,TX
AOS003639,Northampton,Hampshire County,MA
AOS003640,Northbrook,Cook County,IL
AOS003641,Wexford,Allegheny County,PA
AOS003642,Heathsville,Northumberland County,VA
AOS003645,Corpus Christi,Nueces County,TX
AOS003649,Toms River,Ocean County,NJ
AOS003650,Ocean Pines,Worcester County,MD
AOS003658,Oregon,Ogle County,IL
AOS003667,Orange,New Haven County,CT
AOS003669,Oregon,Lucas County,OH
AOS003670,Salem,"Polk County, Marion County",OR
AOS003671,Orem,Utah County,UT
AOS003672,Orinda,Contra Costa County,CA
AOS003673,Orland Park,Cook County,IL
AOS003674,Oro Valley,Pima County,AZ
AOS003676,Oshkosh,Winnebago County,WI
AOS003680,Camden,Ouachita County,AR
AOS003681,Appleton,Outagamie County,WI
AOS003682,Owatonna,Steele County,MN
AOS003683,Owensboro,Daviess County,KY
AOS003684,Oxford,Worcester County,MA
AOS003686,Palestine,Anderson County,TX
AOS003688,West Palm Beach,Palm Beach County,FL
AOS003689,Palm Beach Gardens,Palm Beach County,FL
AOS003690,Palm Beach,Palm Beach County,FL
AOS003691,Palos Heights,Cook County,IL
AOS003694,Parma,Cuyahoga County,OH
AOS003695,Pascagoula,Jackson County,MS
AOS003696,Pearland,Brazoria County,TX
AOS003698,Peekskill,Westchester County,NY
AOS003700,Pelham,Mitchell County,GA
AOS003701,Rapid City,Pennington County,SD
AOS003704,Perryville,Perry County,MO
AOS003710,Tucson,Pima County,AZ
AOS003712,Pipestone,Pipestone County,MN
AOS003713,Pittsburg,Contra Costa County,CA
AOS003714,Chatham,Pittsylvania County,VA
AOS003715,Auburn,Placer County,CA
AOS003716,Plainfield,Windham County,CT
AOS003717,Plant City,Hillsborough County,FL
AOS003718,Plover,Portage County,WI
AOS003719,Plymouth,Hennepin County,MN
AOS003720,Pocatello,Bannock County,ID
AOS003721,Crookston,Polk County,MN
AOS003722,Eagle Lake,Polk County,FL
AOS003725,Los Angeles,Los Angeles County,CA
AOS003727,Portsmouth,Rockingham County,NH
AOS003728,Shawnee,Pottawatomie County,OK
AOS003730,Poughkeepsie,Dutchess County,NY
AOS003731,Poulsbo,Kitsap County,WA
AOS003733,Pratt,Pratt County,KS
AOS003736,Priceville,Morgan County,AL
AOS003737,Provo,Utah County,UT
AOS003739,Pueblo,Pueblo County,CO
AOS003740,North Little Rock,Pulaski County,AR
AOS003742,Pullman,Whitman County,WA
AOS003743,Carmel,Putnam County,NY
AOS003744,Ottawa,Putnam County,OH
AOS003745,Palatka,Putnam County,FL
AOS003746,Rock Island,Rock Island County,IL
AOS003747,Davenport,Scott County,IA
AOS003752,Asheboro,Randolph County,NC
AOS003753,Brandon,Rankin County,MS
AOS003754,Ranson,Jefferson County,WV
AOS003755,Alexandria,Rapides Parish,LA
AOS003756,Raymore,Cass County,MO
AOS003757,Red Bluff,Tehama County,CA
AOS003759,Fargo,Cass County,ND
AOS003760,West Fargo,Cass County,ND
AOS003761,Redding,Shasta County,CA
AOS003762,Redlands,San Bernardino County,CA
AOS003765,Pecos,Reeves County,TX
AOS003768,Olivia,Renville County,MN
AOS003769,Faribault,Rice County,MN
AOS003770,Mansfield,Richland County,OH
AOS003771,Columbia,Richland County,SC
AOS003774,Augusta,Richmond County,GA
AOS003775,Richmond Hill,Bryan County,GA
AOS003777,Richmond,Wayne County,IN
AOS003778,Richmond,,VA
AOS003779,Manhattan,Riley County,KS
AOS003780,Rio Rancho,"Sandoval County, Bernalillo County",NM
AOS003781,Versailles,Ripley County,IN
AOS003782,Ripon,San Joaquin County,CA
AOS003785,Riviera Beach,Palm Beach County,FL
AOS003786,Lumberton,Robeson County,NC
AOS003787,Robinson,Crawford County,IL
AOS003789,Janesville,Rock County,WI
AOS003790,Rockford,"Ogle County, Winnebago County",IL
AOS003792,Rogers,Benton County,AR
AOS003794,Roseville,Placer County,CA
AOS003795,Ross Township,Allegheny County,PA
AOS003796,Roswell,Fulton County,GA
AOS003798,Steamboat Springs,Routt County,CO
AOS003799,Rupert,Minidoka County,ID
AOS003800,Rushville,Rush County,IN
AOS003801,Phenix City,Russell County,AL
AOS003806,Sahuarita,Pima County,AZ
AOS003808,Salt Lake City,Salt Lake County,UT
AOS003811,San Bernardino,San Bernardino County,CA
AOS003812,San Diego,San Diego County,CA
AOS003813,San Diego,San Diego County,CA
AOS003817,Oceano,San Luis Obispo County,CA
AOS003820,San Ramon,Contra Costa County,CA
AOS003821,Fremont,Sandusky County,OH
AOS003822,Sandy Springs,Fulton County,GA
AOS003824,Santa Cruz,Santa Cruz County,CA
AOS003826,Santa Rosa,Sonoma County,CA
AOS003827,Sapulpa,Creek County,OK
AOS003831,Baraboo,Sauk County,WI
AOS003832,Savannah,Chatham County,GA
AOS003835,Benton,Scott County,MO
AOS003836,Scottsdale,Maricopa County,AZ
AOS003837,Scranton,Lackawanna County,PA
AOS003838,Wichita,Sedgwick County,KS
AOS003839,Selma,Dallas County,AL
AOS003841,Romulus,Seneca County,NY
AOS003842,Shawano,Shawano County,WI
AOS003843,Topeka,Shawnee County,KS
AOS003845,Sheboygan,Sheboygan County,WI
AOS003848,Columbiana,Shelby County,AL
AOS003854,Orange City,Sioux County,IA
AOS003855,Mount Vernon,Skagit County,WA
AOS003856,Slidell,St. Tammany Parish,LA
AOS003857,Tyler,Smith County,TX
AOS003859,Somerset,Pulaski County,KY
AOS003861,Blythewood,"Richland County, Fairfield County",SC
AOS003862,Pierre,Hughes County,SD
AOS003866,Landenberg,Chester County,PA
AOS003867,Southside,Etowah County,AL
AOS003868,Griffin,Spalding County,GA
AOS003869,Splendora,Montgomery County,TX
AOS003870,Spokane,Spokane County,WA
AOS003872,Spring Hill,Maury County,TN
AOS003874,Luling,St. Charles Parish,LA
AOS003876,St. Cloud,Osceola County,FL
AOS003877,Convent,St. James Parish,LA
AOS003880,St. Anthony,Fremont County,ID
AOS003885,Dover,Strafford County,NH
AOS003886,Stafford,Stafford County,VA
AOS003887,Stamford,Fairfield County,CT
AOS003888,Modesto,Stanislaus County,CA
AOS003890,Genevieve,Ste Genevieve County,MO
AOS003891,St. Cloud,Stearns County,MN
AOS003892,Sterling Heights,Macomb County,MI
AOS003894,Stockton,San Joaquin County,CA
AOS003895,Bloomfield,Stoddard County,MO
AOS003896,Galena,Stone County,MO
AOS003898,Dover,Strafford County,NH
AOS003899,Streetsboro,Portage County,OH
AOS003901,Yaphank,Suffolk County,NY
AOS003903,Monticello,Sullivan County,NY
AOS003907,Sunrise,Broward County,FL
AOS003908,Superior,Douglas County,WI
AOS003909,Montrose,Susquehanna County,PA
AOS003911,Swinomish,Skagit County,WA
AOS003913,Talladega,Talladega County,AL
AOS003917,Temple,Bell County,TX
AOS003918,Tewksbury,Middlesex County,MA
AOS003920,Austin,Travis County,TX
AOS003921,The Colony,Denton County,TX
AOS003922,Thibodaux,Lafourche Parish,LA
AOS003923,Thomasville,Thomas County,GA
AOS003924,Thomasville,Thomas County,GA
AOS003925,Olympia,Thurston County,WA
AOS003927,Lafayette,Tippecanoe County,IN
AOS003929,Toledo,Lucas County,OH
AOS003930,San Angelo,Tom Green County,TX
AOS003931,Tombstone,Cochise County,AZ
AOS003932,Topeka,Shawnee County,KS
AOS003933,Torrance,Los Angeles County,CA
AOS003936,Tukwila,King County,WA
AOS003937,Visalia,Tulare County,CA
AOS003939,New Philadelphia,Tuscarawas County,OH
AOS003941,Tucson,Pima County,AZ
AOS003942,Twin Falls,Twin Falls County,ID
AOS003944,Tyler,Smith County,TX
AOS003945,Accord,Ulster County,NY
AOS003949,El Dorado,Union County,AR
AOS003950,Union,Union County,NJ
AOS003952,Fort Smith,Sebastian County,AR
AOS003953,Upland,San Bernardino County,CA
AOS003955,Upper Uwchlan,Chester County,PA
AOS003957,Taylorsville,Salt Lake County,UT
AOS003960,Valparaiso,Porter County,IN
AOS003961,Evansville,Vanderburgh County,IN
AOS003963,Ventura,Ventura County,CA
AOS003964,Newport,Orleans County,VT
AOS003965,Vernon,Tolland County,CT
AOS003967,Vicksburg,Vicksburg County,VA
AOS003969,Victoria,Victoria County,TX
AOS003970,Vidalia,Concordia Parish,LA
AOS003971,Terre Haute,Vigo County,IN
AOS003972,Virginia Beach,,VA
AOS003973,Daytona Beach,Volusia County,FL
AOS003974,Wadena,Wadena County,MN
AOS003975,Walla Walla,Walla Walla County,WA
AOS003978,Washington,Warren County,PA
AOS003979,Boonville,Warrick County,IN
AOS003980,Fort Edward,Washington County,NY
AOS003982,Stillwater,Washington County,MN
AOS003983,Marietta,Washington County,OH
AOS003984,West Bend,Washington County,WI
AOS003985,Olympia,Thurston County,WA
AOS003987,Waterbury,New Haven County,CT
AOS003988,Waukesha,Waukesha County,WI
AOS003989,Waxahachie,Ellis County,TX
AOS003991,Waynesboro,Wayne County,TN
AOS003994,Wentzville,St. Charles County,MO
AOS004000,West Salem,La Crosse County,WI
AOS004003,West Windsor Township,Mercer County,NJ
AOS004004,Westboro,Worcester County,MA
AOS004007,Westport,Fairfield County,CT
AOS004008,Weyauwega,Waupaca County,WI
AOS004010,Monticello,White County,IN
AOS004013,Breckenridge,Wilkin County,MN
AOS004014,Bryan,Williams County,OH
AOS004017,Williamsport,Lycoming County,PA
AOS004019,Wilmington,New Castle County,DE
AOS004020,Windham,Cumberland County,ME
AOS004029,Bowling Green,Wood County,OH
AOS004031,Wisconsin Rapids,Wood County,WI
AOS004035,Yarmouth,Barnstable County,MA
AOS004038,York,York County,SC
AOS004039,Yorktown,Westchester County,NY
AOS007455,Tempe,Maricopa County,AZ
AOS008041,Grand Forks,Grand Forks County,ND
AOS009270,Mesa,Maricopa County,AZ
AOS009976,Johns Creek,Fulton County,GA
AOS010869,Novi,Oakland County,MI
AOS011085,Green Bay,Brown County,WI
AOS011240,Fall River,Bristol County,MA
AOS011256,Cape Girardeau,Cape Girardeau County,MO
AOS011315,Lawrence Township,Mercer County,NJ
AOS011391,Belle Vernon,Fayette County,PA
AOS011440,Palm Springs,Riverside County,CA
AOS011710,New Albany,Floyd County,IN
AOS011937,Oylmpia,Thurston County,WA
AOS012159,Havertown,Delaware County,PA
AOS004057,Bel Air,Harford County,MD
AOS004067,Los Angeles,Los Angeles County,CA
AOS004099,Richmond,,VA
AOS000744,Sanderson,Terrell County,TX
AOS002335,Marietta,Washington County,OH
AOS004790,Altus,Jackson County,OK
AOS004802,McAlester,Pittsburg County,OK
AOS006805,Clovis,Curry County,NM
AOS009113,Evansville,Vanderburgh County,IN
AOS009114,Elkhart,Elkhart County,IN
AOS009139,Thibodaux,Lafourche Parish,LA
AOS011223,Carroll Valley,Adams County,PA
AOS011719,Brimley,Chippewa County,MI
AOS000118,Detroit,Wayne County,MI
AOS000123,Los Angeles,Los Angeles County,CA
AOS000144,Auburn,Placer County,CA
AOS000160,Miami,Miami-Dade County,FL
AOS000161,Miami,Miami-Dade County,FL
AOS000162,Miami,Miami-Dade County,FL
AOS000163,North Chesterfield,Chesterfield County,VA
AOS000219,Raleigh,Wake County,NC
AOS000963,Chicago,Cook County,IL
AOS002721,Banning,Riverside County,CA
AOS002722,Beaumont,Riverside County,CA
AOS002723,Cathedral,Riverside County,CA
AOS002724,Corona,Riverside County,CA
AOS002725,Desert Hot Springs,Riverside County,CA
AOS002726,Hemet,Riverside County,CA
AOS002728,Indio,Riverside County,CA
AOS002729,Menifee,Riverside County,CA
AOS002730,Murrieta,Riverside County,CA
AOS002731,Palm Springs,Riverside County,CA
AOS002732,Riverside,Riverside County,CA
AOS002733,Riverside,Riverside County,CA
AOS002734,Riverside,Riverside County,CA
AOS002735,San Bernardino,San Bernardino County,CA
AOS004102,Durham,"Wake County, Orange County, Durham County",NC
AOS004257,North Charleston,Charleston County,SC
AOS007464,Los Angeles,Los Angeles County,CA
AOS007618,Grand Island,Hall County,NE
AOS001947,New London,New London County,CT
AOS000298,Union City,Alameda County,CA
AOS000315,Benicia,Solano County,CA
AOS000317,Fairfield,Solano County,CA
AOS000318,Vacaville,Solano County,CA
AOS006830,Centerville,Houston County,GA
AOS009353,Allenhurst,Monmouth County,NJ
AOS009683,Shavano Park,Bexar County,TX
AOS007165,Dallas,Dallas County,TX
AOS009100,Lakewood,Pierce County,WA
AOS001956,Bisbee,Cochise County,AZ
AOS011074,Bellaire,Harris County,TX
AOS012013,Killeen,Bell County,TX
AOS000010,Williamston,Martin County,NC
AOS000013,Vail,Eagle County,CO
AOS000014,Abilene,Taylor County,TX
AOS000018,Edgewood,Santa Fe County,NM
AOS000021,Madison,Madison County,AL
AOS000022,Greenville,Pitt County,NC
AOS000023,Lubbock,Lubbock County,TX
AOS000027,Oregon,Lucas County,OH
AOS000029,Bowling Green,Warren County,KY
AOS000035,Harker Heights,Bell County,TX
AOS000048,Tallahassee,Leon County,FL
AOS000052,Georgetown,Georgetown County,SC
AOS000070,Kingsville,Kleberg County,TX
AOS000079,Anahuac,Chambers County,TX
AOS000407,Riverside,Riverside County,CA
AOS000732,Edinburg,Hidalgo County,TX
AOS001554,Arroyo Grande,San Luis Obispo County,CA
AOS001556,Atascadero,San Luis Obispo County,CA
AOS004494,Jackson,Teton County,WY
AOS009266,New Caney,Montgomery County,TX
AOS000953,Redwood,San Mateo County,CA
AOS000954,New Caney,Montgomery County,TX
AOS000955,DeLand,Volusia County,FL
AOS000956,Gainesville,Alachua County,FL
AOS000957,Antioch,Contra Costa County,CA
AOS000958,Green Bay,Brown County,WI
AOS000959,Davie,Broward County,FL
AOS000960,Miami,Miami-Dade County,FL
AOS000961,Atlanta,"DeKalb County, Fulton County",GA
AOS000962,Wyomissing,Berks County,PA
AOS000964,Senoia,Coweta County,GA
AOS000965,Indianapolis,Marion County,IN
AOS000966,Albany,Albany County,NY
AOS000967,Austin,Travis County,TX
AOS001196,Inglewood,Los Angeles County,CA
AOS004251,Coral Springs,Broward County,FL
AOS004252,Fort Lauderdale,Broward County,FL
AOS004253,Irving,Dallas County,TX
AOS004512,St. Paul,Ramsey County,MN
AOS004513,St. Paul,Ramsey County,MN
AOS004514,Prior Lake,Scott County,MN
AOS005159,Stuart,Martin County,FL
AOS005162,Melbourne,Brevard County,FL
AOS005167,Miami Springs,Miami-Dade County,FL
AOS007465,Pittsburgh,Allegheny County,PA
AOS009121,Fayetteville,Cumberland County,NC
AOS010876,Fairbanks,Fairbanks North Star Borough,AK
AOS010877,Anderson,Anderson County,SC
AOS010878,Atherton,San Mateo County,CA
AOS010879,Española,Rio Arriba County,NM
AOS010880,Evansville,Vanderburgh County,IN
AOS010881,Union,Franklin County,MO
AOS010882,Brooksville,Hernando County,FL
AOS011179,Mooresville,Iredell County,NC
AOS011503,Upper Merion Township,Montgomery County,PA
AOS011508,West Fargo,Cass County,ND
AOS011535,Conroe,Montgomery County,TX
AOS011542,Baton Rouge,East Baton Rouge Parish,LA
AOS011625,Deer Park,Harris County,TX
AOS011629,Inglewood,Los Angeles County,CA
AOS012161,Lakeport,Lake County,CA
AOS011493,San Luis Obispo,San Luis Obispo County,CA
AOS007017,Camden,Camden County,NJ
AOS007047,Camden,Camden County,NJ
AOS007154,Linden,Union County,NJ
AOS003816,San Jose,Santa Clara County,CA
AOS011682,Lawton,Stephens County,OK
AOS011556,El Segundo,Los Angeles County,CA
AOS011118,Oroville,Butte County,CA
AOS002861,Hialeah,Miami-Dade County,FL
AOS009056,Seattle,King County,WA
AOS009094,Las Vegas,Clark County,NV
AOS011631,Liberty,Clay County,MO
AOS000753,Coral Gables,Miami-Dade County,FL
AOS000754,Dearborn,Wayne County,MI
AOS000755,Fort Myers,Lee County,FL
AOS000756,Lawrence,Douglas County,KS
AOS000757,Miami Beach,Miami-Dade County,FL
AOS000758,Overland Park,Johnson County,KS
AOS000759,Doral,Miami-Dade County,FL
AOS000761,Visalia,Tulare County,CA
AOS000762,Springfield,Hampden County,MA
AOS000763,Washington,,DC
AOS000764,Arlington,Tarrant County,TX
AOS000765,Beverly Hills,Los Angeles County,CA
AOS000766,Miami Gardens,Miami-Dade County,FL
AOS000767,Inglewood,Los Angeles County,CA
AOS000768,Glendale,Maricopa County,AZ
AOS004476,Hartford,Hartford County,CT
AOS004499,Chicopee,Hampden County,MA
AOS004511,St. Paul,Ramsey County,MN
AOS007444,Detroit,Wayne County,MI
AOS007445,Lansing,Ingham County,MI
AOS007446,Venice,Sarasota County,FL
AOS007775,Fremont,Alameda County,CA
AOS007776,Ontario,San Bernardino County,CA
AOS007777,Houston,‎Harris County‎,TX
AOS007778,Los Angeles,Los Angeles County,CA
AOS008056,Enfield,Hartford County,CT
AOS009680,Duluth,Gwinnett County,GA
AOS009984,Surprise,Maricopa County,AZ
AOS011178,Mooresville,Iredell County,NC
AOS011930,Spokane,Spokane County,WA
AOS002370,Coral Gables,Miami-Dade County,FL
AOS008964,Jasper,Dubois County,IN
AOS008959,Rochester,Olmsted County,MN
AOS008960,Greely,Weld County,CO
AOS008961,Clayton,St. Louis County,MO
AOS008962,Pine City,Pine County,MN
AOS008963,Tell City,Perry County,IN
AOS008965,Greenfield,Hancock County,IN
AOS008966,Elkhart,Elkhart County,IN
AOS008967,Baker,San Bernardino County,CA
AOS008978,Danville,Hendricks County,IN
AOS008980,Valparaiso,Porter County,IN
AOS008981,Sneedville,Hancock County,MS
AOS008982,Clayton,Montgomery County,OH
AOS008983,Franklin,Johnson County,IN
AOS008984,Lake Charles,Calcasieu Parish,LA
AOS008985,Lewiston,Androscoggin County,ME
AOS008255,Clarkston,DeKalb County,GA
AOS008881,Hillsdale,St. Louis County,MO
AOS011656,Girald,Trumbull County,OH
AOS009131,Mesquite,Dallas County,TX
AOS004022,Rockford,Winnebago County,IL
AOS004487,Chillicothe,Ross County,OH
AOS008935,Tyler,Smith County,TX
AOS011655,Portsmouth,,VA
AOS008721,Menifee,Riverside County,CA
AOS007767,Montclair,Essex County,NJ
AOS000012,Deming,Luna County,NM
AOS000043,Poughkeepsie,Dutchess County,NY
AOS000068,Conroe,Montgomery County,TX
AOS000069,New Caney,Montgomery County,TX
AOS000072,Buffalo,Erie County,NY
AOS000081,Elko,Elko County,NV
AOS000086,Gloucester,Gloucester County,VA
AOS000087,Frederick,Weld County,CO
AOS000088,Reno,Washoe County,NV
AOS000089,Minden,Douglas County,NV
AOS000090,Waxahachie,Ellis County,TX
AOS000095,Port Orange,Volusia County,FL
AOS000096,Charlotte,Mecklenburg County,NC
AOS000097,Columbia,Boone County,MO
AOS000099,Cape May Court House,Cape May County,NJ
AOS000102,Rocky Mount,"Nash County, Edgecombe County",NC
AOS000103,Rio Dell,Humboldt County,CA
AOS000104,Orlando,Orange County,FL
AOS000105,Rochester,Olmsted County,MN
AOS000106,Blaine,"Ramsey County, Anoka County",MN
AOS000115,Woodbridge,Prince William County,VA
AOS000117,Manlius,Onondaga County,NY
AOS000119,Rigby,Jefferson County,ID
AOS000120,Eureka,Humboldt County,CA
AOS000124,Brockport,Monroe County,NY
AOS000125,Mansfield,Tarrant County,TX
AOS000126,Bay,Bay County,MI
AOS000127,Carson City,,NV
AOS000143,Oxnard,Ventura County,CA
AOS000145,San Jose,Santa Clara County,CA
AOS000146,Los Angeles,Los Angeles County,CA
AOS000147,Gainesville,Alachua County,FL
AOS000149,Suisun City,Solano County,CA
AOS000151,Watsonville,Santa Cruz County,CA
AOS000153,Modesto,Stanislaus County,CA
AOS000164,Henrico,Henrico County,VA
AOS000165,San Francisco,San Francisco County,CA
AOS000166,Evanston,Cook County,IL
AOS000202,Campbell,Santa Clara County,CA
AOS000203,Edgewater,Volusia County,FL
AOS000204,Clayton,Contra Costa County,CA
AOS000206,Raritan,Somerset County,NJ
AOS000207,Berkeley Heights,Union County,NJ
AOS000209,Modesto,Stanislaus County,CA
AOS000211,San Mateo,San Mateo County,CA
AOS000212,Broomfield,Broomfield County,CO
AOS000216,Glassboro,Gloucester County,NJ
AOS000217,Cherry Hill,Camden County,NJ
AOS000237,Atlanta,"DeKalb County, Fulton County",GA
AOS000238,Salinas,Monterey County,CA
AOS000239,Santa Monica,Los Angeles County,CA
AOS000242,Dalton,Whitfield County,GA
AOS000245,Harrisonburg,Rockingham County,VA
AOS000246,Concord,Cabarrus County,NC
AOS000247,Dallas,Dallas County,TX
AOS000248,Denton,Denton County,TX
AOS000250,Michigan City,LaPorte County,IN
AOS000251,Lindenwold,Camden County,NJ
AOS000253,San Marcos,Hays County,TX
AOS000254,Vestal,Broome County,NY
AOS000256,Columbus,Franklin County,OH
AOS000260,Steamboat Springs,Routt County,CO
AOS000262,Racine,Racine County,WI
AOS000264,Medford,Burlington County,NJ
AOS000266,Spokane,Spokane County,WA
AOS000268,Farmington,Dakota County,MN
AOS000269,Lumberton,Burlington County,NJ
AOS000270,Lewiston,Niagara County,NY
AOS000273,Elkhorn,Walworth County,WI
AOS000275,Union,Union County,NJ
AOS000276,Towson,Baltimore County,MD
AOS000286,Alameda,Alameda County,CA
AOS000287,Albany,Alameda County,CA
AOS000288,Berkeley,Alameda County,CA
AOS000289,Emeryville,Alameda County,CA
AOS000291,Hayward,Alameda County,CA
AOS000292,Livermore,Alameda County,CA
AOS000294,Oakland,Alameda County,CA
AOS000295,Piedmont,Alameda County,CA
AOS000296,Pleasanton,Alameda County,CA
AOS000297,San Leandro,Alameda County,CA
AOS000299,Brentwood,Contra Costa County,CA
AOS000300,Concord,Contra Costa County,CA
AOS000301,Danville,Contra Costa County,CA
AOS000302,Castro Valley,Contra Costa County,CA
AOS000303,El Cerrito,Contra Costa County,CA
AOS000304,Hercules,Contra Costa County,CA
AOS000305,Kensington,Contra Costa County,CA
AOS000309,Pinole,Contra Costa County,CA
AOS000310,Pittsburg,Contra Costa County,CA
AOS000311,San Pablo,Contra Costa County,CA
AOS000314,San Francisco,San Francisco County,CA
AOS000319,Vallejo,Solano County,CA
AOS000320,Cloverdale,Sonoma County,CA
AOS000321,Cotati,Sonoma County,CA
AOS000322,Healdsburg,Sonoma County,CA
AOS000323,Rohnert Park,Sonoma County,CA
AOS000324,Sebastopol,Sonoma County,CA
AOS000325,Sonoma,Sonoma County,CA
AOS000326,Sonoma,Sonoma County,CA
AOS000342,Oakland,Alameda County,CA
AOS000344,San Francisco,San Francisco County,CA
AOS000345,Fairfield,Solano County,CA
AOS000346,Sonoma,Sonoma County,CA
AOS000348,Oakland,Alameda County,CA
AOS000349,Berkeley,Alameda County,CA
AOS000351,Evesham,Burlington County,NJ
AOS000358,Lincoln City,Lincoln County,OR
AOS000373,Fort Smith,Sebastian County,AR
AOS000378,Little Rock,Pulaski County,AR
AOS000380,Peoria,"Yavapai County, Maricopa County",AZ
AOS000390,Santa Ana,Orange County,CA
AOS000391,Santa Rosa,Sonoma County,CA
AOS000401,Bakersfield,Kern County,CA
AOS000404,Petaluma,Sonoma County,CA
AOS000408,San Luis Obispo,San Luis Obispo County,CA
AOS000410,Visalia,Tulare County,CA
AOS000412,Denver,Denver County,CO
AOS000414,Durango,La Plata County,CO
AOS000417,Colorado Springs,El Paso County,CO
AOS000418,Hot Sulphur Springs,Grand County,CO
AOS000419,Pueblo,Pueblo County,CO
AOS000420,Wheat Ridge,Jefferson County,CO
AOS000422,Stamford,Fairfield County,CT
AOS000425,Newark,New Castle County,DE
AOS000439,Coral Springs,Broward County,FL
AOS000442,Fort Lauderdale,Broward County,FL
AOS000453,Tallahassee,Leon County,FL
AOS000454,Jacksonville,Duval County,FL
AOS000465,Cumming,Forsyth County,GA
AOS000470,Covington,Newton County,GA
AOS000471,Savannah,Chatham County,GA
AOS000483,Twin Falls,Twin Falls County,ID
AOS000495,Carmel,Hamilton County,IN
AOS000496,Fishers,Hamilton County,IN
AOS000500,Wichita,Sedgwick County,KS
AOS000502,Bonner Springs,"Johnson County, Leavenworth County, Wyandotte County",KS
AOS000516,Vidalia,Concordia Parish,LA
AOS000519,Middleton,Essex County,MA
AOS000529,Phoenix,Maricopa County,AZ
AOS000557,Davidson,Davidson County,NC
AOS000596,Cincinnati,Hamilton County,OH
AOS000608,Tulsa,Tulsa County,OK
AOS000609,Eugene,Lane County,OR
AOS000612,Pittsburgh,Allegheny County,PA
